phase,feature_id,name,surface,screen_or_menu,user_action,ui_states,http_method,endpoint_or_event,backend_service,data_entities,admin_control,permission,billing_rule,async_job,acceptance_criteria,test_ids,implementation_notes,status
P11,P11-032,后台配置公共 API 版本和弃用计划,Admin,开发者平台/API版本,后台配置公共 API 版本和弃用计划,idle|loading|success|empty|error,POST,/admin/v1/api-versions,API Lifecycle Service,api_versions,开发者平台/API版本,authenticated_user,none,none,用户可在“开发者平台/API版本”完成“后台配置公共 API 版本和弃用计划”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“开发者平台/API版本”能够查询或控制该能力，变更写入审计日志。,P11-032-UNIT|P11-032-API|P11-032-E2E,,PLANNED
P12,P12-001,配置 Cloudflare WAF 和速率规则基线,Operations,边缘安全,配置 Cloudflare WAF 和速率规则基线,idle|loading|success|empty|error,N/A,cloudflare://waf-rules,Security Operations,edge_security_configs,安全与审计/WAF,authenticated_user,none,none,用户可在“边缘安全”完成“配置 Cloudflare WAF 和速率规则基线”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/WAF”能够查询或控制该能力，变更写入审计日志。,P12-001-UNIT|P12-001-API|P12-001-E2E,,PLANNED
P12,P12-002,执行代码和镜像秘密扫描,Engineering,CI安全,执行代码和镜像秘密扫描,idle|loading|success|empty|error,N/A,ci://secret-scan,CI Pipeline,security_scan_runs,安全与审计/扫描结果,authenticated_user,none,none,用户可在“CI安全”完成“执行代码和镜像秘密扫描”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/扫描结果”能够查询或控制该能力，变更写入审计日志。,P12-002-UNIT|P12-002-API|P12-002-E2E,,PLANNED
P12,P12-003,执行依赖漏洞和容器镜像扫描,Engineering,CI安全,执行依赖漏洞和容器镜像扫描,idle|loading|success|empty|error,N/A,ci://dependency-scan,CI Pipeline,security_scan_runs,安全与审计/扫描结果,authenticated_user,none,none,用户可在“CI安全”完成“执行依赖漏洞和容器镜像扫描”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/扫描结果”能够查询或控制该能力，变更写入审计日志。,P12-003-UNIT|P12-003-API|P12-003-E2E,,PLANNED
P12,P12-004,加密敏感字段并轮换密钥引用,Security,数据加密,加密敏感字段并轮换密钥引用,idle|loading|success|empty|error,N/A,policy://field-encryption,Security Service,encryption_key_refs,安全与审计/密钥管理,authenticated_user,none,none,用户可在“数据加密”完成“加密敏感字段并轮换密钥引用”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/密钥管理”能够查询或控制该能力，变更写入审计日志。,P12-004-UNIT|P12-004-API|P12-004-E2E,,PLANNED
P12,P12-005,记录所有后台敏感操作审计,Security,后台审计,记录所有后台敏感操作审计,idle|loading|success|empty|error,N/A,event://admin.audit,Audit Service,audit_logs,安全与审计/操作审计,authenticated_user,none,none,用户可在“后台审计”完成“记录所有后台敏感操作审计”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/操作审计”能够查询或控制该能力，变更写入审计日志。,P12-005-UNIT|P12-005-API|P12-005-E2E,,PLANNED
P12,P12-006,检测异常登录、消费和 API Key 使用,Security,风险检测,检测异常登录、消费和 API Key 使用,idle|loading|success|empty|error,N/A,job://risk-detection,Risk Service,security_events|risk_scores,安全与审计/风险事件,system,none,risk_detection,用户可在“风险检测”完成“检测异常登录、消费和 API Key 使用”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/风险事件”能够查询或控制该能力，变更写入审计日志；异步任务 risk_detection 支持进度、取消、重试、幂等和失败诊断。,P12-006-UNIT|P12-006-API|P12-006-E2E,,PLANNED
P12,P12-007,为高风险财务操作增加审批流,Admin,安全与审计/审批,为高风险财务操作增加审批流,idle|loading|success|empty|error,POST,/admin/v1/approvals,Approval Service,approval_requests,安全与审计/审批,authenticated_user,none,none,用户可在“安全与审计/审批”完成“为高风险财务操作增加审批流”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“安全与审计/审批”能够查询或控制该能力，变更写入审计日志。,P12-007-UNIT|P12-007-API|P12-007-E2E,,PLANNED
P12,P12-008,采集服务、业务和供应商指标,Operations,指标,采集服务、业务和供应商指标,idle|loading|success|empty|error,GET,/internal/metrics,Observability,service_metrics,可观测性/指标,authenticated_user,none,none,用户可在“指标”完成“采集服务、业务和供应商指标”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/指标”能够查询或控制该能力，变更写入审计日志。,P12-008-UNIT|P12-008-API|P12-008-E2E,,PLANNED
P12,P12-009,集中查询结构化日志,Admin,可观测性/日志,集中查询结构化日志,idle|loading|success|empty|error,GET,/admin/v1/observability/logs,Observability,log_indexes,可观测性/日志,authenticated_user,none,none,用户可在“可观测性/日志”完成“集中查询结构化日志”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/日志”能够查询或控制该能力，变更写入审计日志。,P12-009-UNIT|P12-009-API|P12-009-E2E,,PLANNED
P12,P12-010,采集跨服务分布式追踪,Operations,链路追踪,采集跨服务分布式追踪,idle|loading|success|empty|error,N/A,otel://traces,Observability,traces,可观测性/链路,authenticated_user,none,none,用户可在“链路追踪”完成“采集跨服务分布式追踪”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/链路”能够查询或控制该能力，变更写入审计日志。,P12-010-UNIT|P12-010-API|P12-010-E2E,,PLANNED
P12,P12-011,配置 SLO、告警和通知路由,Admin,可观测性/告警,配置 SLO、告警和通知路由,idle|loading|success|empty|error,GET|POST,/admin/v1/alerts,Alert Service,alert_rules|alert_events,可观测性/告警,authenticated_user,none,none,用户可在“可观测性/告警”完成“配置 SLO、告警和通知路由”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/告警”能够查询或控制该能力，变更写入审计日志。,P12-011-UNIT|P12-011-API|P12-011-E2E,,PLANNED
P12,P12-012,创建事故、更新状态和复盘,Admin,可观测性/事故,创建事故、更新状态和复盘,idle|loading|success|empty|error,GET|POST,/admin/v1/incidents,Incident Service,incidents|incident_updates,可观测性/事故,authenticated_user,none,none,用户可在“可观测性/事故”完成“创建事故、更新状态和复盘”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/事故”能够查询或控制该能力，变更写入审计日志。,P12-012-UNIT|P12-012-API|P12-012-E2E,,PLANNED
P12,P12-013,执行普通 API 压力测试,Engineering,性能测试,执行普通 API 压力测试,idle|loading|success|empty|error,N/A,test://load-http,Performance Test,performance_test_runs,可观测性/压测,authenticated_user,none,none,用户可在“性能测试”完成“执行普通 API 压力测试”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/压测”能够查询或控制该能力，变更写入审计日志。,P12-013-UNIT|P12-013-API|P12-013-E2E,,PLANNED
P12,P12-014,执行 SSE 长连接容量测试,Engineering,性能测试,执行 SSE 长连接容量测试,idle|loading|success|empty|error,N/A,test://load-sse,Performance Test,performance_test_runs,可观测性/压测,authenticated_user,none,none,用户可在“性能测试”完成“执行 SSE 长连接容量测试”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/压测”能够查询或控制该能力，变更写入审计日志。,P12-014-UNIT|P12-014-API|P12-014-E2E,,PLANNED
P12,P12-015,执行异步队列和 Worker 吞吐测试,Engineering,性能测试,执行异步队列和 Worker 吞吐测试,idle|loading|success|empty|error,N/A,test://load-jobs,Performance Test,performance_test_runs,可观测性/压测,authenticated_user,none,none,用户可在“性能测试”完成“执行异步队列和 Worker 吞吐测试”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/压测”能够查询或控制该能力，变更写入审计日志。,P12-015-UNIT|P12-015-API|P12-015-E2E,,PLANNED
P12,P12-016,隔离聊天、支付、图片和 PPT 队列,Backend,队列隔离,隔离聊天、支付、图片和 PPT 队列,idle|loading|success|empty|error,N/A,policy://queue-priority,Job Service,job_queues,运维/任务队列,authenticated_user,none,none,用户可在“队列隔离”完成“隔离聊天、支付、图片和 PPT 队列”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“运维/任务队列”能够查询或控制该能力，变更写入审计日志。,P12-016-UNIT|P12-016-API|P12-016-E2E,,PLANNED
P12,P12-017,优化数据库索引、连接池和慢查询,Data,数据库性能,优化数据库索引、连接池和慢查询,idle|loading|success|empty|error,N/A,db://performance,Data Platform,db_query_stats,可观测性/数据库,authenticated_user,none,none,用户可在“数据库性能”完成“优化数据库索引、连接池和慢查询”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/数据库”能够查询或控制该能力，变更写入审计日志。,P12-017-UNIT|P12-017-API|P12-017-E2E,,PLANNED
P12,P12-018,验证 Redis 故障和缓存降级行为,Data,Redis恢复,验证 Redis 故障和缓存降级行为,idle|loading|success|empty|error,N/A,test://redis-failure,Data Platform,failure_drill_runs,可观测性/恢复演练,authenticated_user,none,none,用户可在“Redis恢复”完成“验证 Redis 故障和缓存降级行为”，成功结果与服务端持久化状态一致；无权限、参数错误、重复提交、网络超时和服务异常均返回稳定错误码并呈现可恢复状态；管理后台“可观测性/恢复演练”能够查询或控制该能力，变更写入审计日志。,P12-018-UNIT|P12-018-API|P12-018-E2E,,PLANNED
